"RunDate","Id","DisplayName","UserPrincipalName","Mail","UserType","AccountEnabled","CreatedDateTime","Department","JobTitle","City","Country","ManagerId","ManagerUserPrincipalName"
"2026-08-01","d01fa0f0-8491-6aec-ff4e-305b600a5d77","Finley Haddad","finley.haddad@example.com","finley.haddad@example.com","Member","True","2026-02-04T00:00:00Z","Operations","Chief Executive","Austin","US",,
"2026-08-01","01e26f3d-33e5-1b75-67e6-dc93d37f23ec","Marlowe Haddad","marlowe.haddad@example.com","marlowe.haddad@example.com","Member","True","2022-11-16T00:00:00Z","Engineering","Director, Engineering","Toronto","CA","d01fa0f0-8491-6aec-ff4e-305b600a5d77","finley.haddad@example.com"
"2026-08-01","7a5172e6-1e09-fb9d-0174-040e1f69f280","Blair Takahashi","blair.takahashi@example.com","blair.takahashi@example.com","Member","True","2025-06-30T00:00:00Z","Sales","Director, Sales","Toronto","CA","d01fa0f0-8491-6aec-ff4e-305b600a5d77","finley.haddad@example.com"
"2026-08-01","1902d00f-9d72-e088-e671-a3c33c8c48ca","Parker Bergstrom","parker.bergstrom@example.com","parker.bergstrom@example.com","Member","True","2024-12-07T00:00:00Z","Marketing","Director, Marketing","Toronto","CA","d01fa0f0-8491-6aec-ff4e-305b600a5d77","finley.haddad@example.com"
"2026-08-01","f31a7995-cde1-6973-8ca2-2fb689567c15","Oakley Chaudhry","oakley.chaudhry@example.com","oakley.chaudhry@example.com","Member","True","2025-06-10T00:00:00Z","Finance","Director, Finance","Dublin","IE","d01fa0f0-8491-6aec-ff4e-305b600a5d77","finley.haddad@example.com"
"2026-08-01","8f14bc96-41d1-93d1-2028-62542524c795","Tatum Abara","tatum.abara@example.com","tatum.abara@example.com","Member","True","2026-05-15T00:00:00Z","Legal","Director, Legal","Toronto","CA","d01fa0f0-8491-6aec-ff4e-305b600a5d77","finley.haddad@example.com"
"2026-08-01","44541f2a-ed42-e639-0f32-5ae6608c30d8","Kai Jovanovic","kai.jovanovic@example.com","kai.jovanovic@example.com","Member","True","2023-04-25T00:00:00Z","Operations","Director, Operations","Austin","US","d01fa0f0-8491-6aec-ff4e-305b600a5d77","finley.haddad@example.com"
"2026-08-01","6348e0fb-da40-6590-8ee7-5f6000634176","Kai Fontaine","kai.fontaine@example.com","kai.fontaine@example.com","Member","True","2024-02-03T00:00:00Z","Engineering","Engineering Manager","Toronto","CA","01e26f3d-33e5-1b75-67e6-dc93d37f23ec","marlowe.haddad@example.com"
"2026-08-01","ed83eb08-7cce-99f3-f4ee-302aee96a84a","Quinn Okonkwo","quinn.okonkwo@example.com","quinn.okonkwo@example.com","Member","True","2024-07-11T00:00:00Z","Sales","Sales Manager","Toronto","CA","7a5172e6-1e09-fb9d-0174-040e1f69f280","blair.takahashi@example.com"
"2026-08-01","2857d35c-f9d2-fce5-4bb9-70953e3c9810","Jordan Eriksen","jordan.eriksen@example.com","jordan.eriksen@example.com","Member","True","2024-10-12T00:00:00Z","Marketing","Marketing Manager","Seattle","US","1902d00f-9d72-e088-e671-a3c33c8c48ca","parker.bergstrom@example.com"
"2026-08-01","9f71f7e6-35b7-6972-bbf6-a078cbe48834","Reese Moreau","reese.moreau@example.com","reese.moreau@example.com","Member","True","2024-05-26T00:00:00Z","Finance","Finance Manager","Seattle","US","f31a7995-cde1-6973-8ca2-2fb689567c15","oakley.chaudhry@example.com"
"2026-08-01","3a4ef796-9a7e-b1eb-fe97-ee7b5a408165","Avery Rasmussen","avery.rasmussen@example.com","avery.rasmussen@example.com","Member","True","2024-09-25T00:00:00Z","Legal","Legal Manager","Sydney","AU","8f14bc96-41d1-93d1-2028-62542524c795","tatum.abara@example.com"
"2026-08-01","54417c87-f819-5aca-b463-7c013fc02def","Harper Ibarra","harper.ibarra@example.com","harper.ibarra@example.com","Member","True","2025-11-20T00:00:00Z","Operations","Operations Manager","Dublin","IE","44541f2a-ed42-e639-0f32-5ae6608c30d8","kai.jovanovic@example.com"
"2026-08-01","236bc049-2408-8b1d-6323-d2dbe97d4d19","Logan Bergstrom","logan.bergstrom@example.com","logan.bergstrom@example.com","Member","True","2024-01-10T00:00:00Z","Engineering","Engineering Manager","Seattle","US","01e26f3d-33e5-1b75-67e6-dc93d37f23ec","marlowe.haddad@example.com"
"2026-08-01","9afd91cf-ec1b-9a3b-1291-bb2b975453c6","Oakley Jovanovic","oakley.jovanovic@example.com","oakley.jovanovic@example.com","Member","True","2022-08-13T00:00:00Z","Sales","Sales Manager","Austin","US","7a5172e6-1e09-fb9d-0174-040e1f69f280","blair.takahashi@example.com"
"2026-08-01","90f63fda-a191-c217-7214-3aaf159a4db8","Quinn Quintero","quinn.quintero@example.com","quinn.quintero@example.com","Member","True","2026-06-20T00:00:00Z","Marketing","Marketing Manager","Austin","US","1902d00f-9d72-e088-e671-a3c33c8c48ca","parker.bergstrom@example.com"
"2026-08-01","d17983e9-a667-9543-2987-0897ad2dab90","Sage Kowalski","sage.kowalski@example.com","sage.kowalski@example.com","Member","True","2023-12-19T00:00:00Z","Finance","Finance Manager","Sydney","AU","f31a7995-cde1-6973-8ca2-2fb689567c15","oakley.chaudhry@example.com"
"2026-08-01","fe2779d4-0c57-fc16-069b-0340152f0b57","Marlowe Ibarra","marlowe.ibarra@example.com","marlowe.ibarra@example.com","Member","True","2022-08-10T00:00:00Z","Legal","Legal Manager","Austin","US","8f14bc96-41d1-93d1-2028-62542524c795","tatum.abara@example.com"
"2026-08-01","eb98825d-a20b-e701-efbc-1d56c88f4770","Kai Quintero","kai.quintero@example.com","kai.quintero@example.com","Member","True","2026-06-23T00:00:00Z","Operations","Operations Manager","Toronto","CA","44541f2a-ed42-e639-0f32-5ae6608c30d8","kai.jovanovic@example.com"
"2026-08-01","8e8e478f-c884-7d82-2153-ca75421c1b52","Oakley Moreau","oakley.moreau@example.com","oakley.moreau@example.com","Member","True","2025-11-14T00:00:00Z","Sales","Sales Specialist","Toronto","CA","9afd91cf-ec1b-9a3b-1291-bb2b975453c6","oakley.jovanovic@example.com"
"2026-08-01","490d2e0b-ac7e-8677-e89b-fb4babcf5c16","Marlowe Delacroix","marlowe.delacroix@example.com","marlowe.delacroix@example.com","Member","True","2026-03-22T00:00:00Z","Marketing","Marketing Specialist","Dublin","IE","2857d35c-f9d2-fce5-4bb9-70953e3c9810","jordan.eriksen@example.com"
"2026-08-01","9bc6831f-a8f2-ab13-73f4-8f2087c44f60","Quinn Ibarra","quinn.ibarra@example.com","quinn.ibarra@example.com","Member","True","2025-01-13T00:00:00Z","Finance","Finance Specialist","Austin","US","9f71f7e6-35b7-6972-bbf6-a078cbe48834","reese.moreau@example.com"
"2026-08-01","8695fc51-7f57-73c9-c005-5ed5d4b09587","Kai Takahashi","kai.takahashi@example.com","kai.takahashi@example.com","Member","True","2024-01-06T00:00:00Z","Legal","Legal Specialist","Seattle","US","3a4ef796-9a7e-b1eb-fe97-ee7b5a408165","avery.rasmussen@example.com"
"2026-08-01","f412cb99-db0b-e7c3-7ffb-dcaffa90f123","Blair Nakamura","blair.nakamura@example.com","blair.nakamura@example.com","Member","True","2024-05-15T00:00:00Z","Operations","Operations Specialist","Toronto","CA","54417c87-f819-5aca-b463-7c013fc02def","harper.ibarra@example.com"
"2026-08-01","6eeb9fdf-ba96-d64c-2ec8-f7c9ec3a3d85","Logan Eriksen","logan.eriksen@example.com","logan.eriksen@example.com","Member","True","2026-05-02T00:00:00Z","Engineering","Engineering Specialist","Sydney","AU","6348e0fb-da40-6590-8ee7-5f6000634176","kai.fontaine@example.com"
"2026-08-01","c4f3e1bb-ae28-43da-bf72-98292ce4f6f9","Reese Fontaine","reese.fontaine@example.com","reese.fontaine@example.com","Member","True","2022-10-11T00:00:00Z","Sales","Sales Specialist","Austin","US","9afd91cf-ec1b-9a3b-1291-bb2b975453c6","oakley.jovanovic@example.com"
"2026-08-01","b7b9ed8f-1203-c0c2-526b-394dc4c7b7fd","Oakley Okonkwo","oakley.okonkwo@example.com","oakley.okonkwo@example.com","Member","True","2026-04-07T00:00:00Z","Marketing","Marketing Specialist","Toronto","CA","2857d35c-f9d2-fce5-4bb9-70953e3c9810","jordan.eriksen@example.com"
"2026-08-01","bb1608e0-ce2f-089c-4344-a546432aedce","Drew Okonkwo","drew.okonkwo@example.com","drew.okonkwo@example.com","Member","True","2023-08-02T00:00:00Z","Finance","Finance Specialist","Toronto","CA","d17983e9-a667-9543-2987-0897ad2dab90","sage.kowalski@example.com"
"2026-08-01","54f119eb-4b39-6464-2df8-4db85e757087","Indigo Nakamura","indigo.nakamura@example.com","indigo.nakamura@example.com","Member","True","2025-10-05T00:00:00Z","Legal","Legal Specialist","Seattle","US","fe2779d4-0c57-fc16-069b-0340152f0b57","marlowe.ibarra@example.com"
"2026-08-01","0e7cba76-f2c5-990a-dae8-d56f662ffbc6","Finley Fontaine","finley.fontaine@example.com","finley.fontaine@example.com","Member","True","2026-06-28T00:00:00Z","Operations","Operations Specialist","Sydney","AU","eb98825d-a20b-e701-efbc-1d56c88f4770","kai.quintero@example.com"
"2026-08-01","4ada376a-ecf6-cde8-b965-f829b48b9f31","Gray Silva","gray.silva@example.com","gray.silva@example.com","Member","True","2022-08-28T00:00:00Z","Engineering","Engineering Specialist","Seattle","US","236bc049-2408-8b1d-6323-d2dbe97d4d19","logan.bergstrom@example.com"
"2026-08-01","448aca40-dd22-2e52-7aaa-70137ca4ca3e","Reese Takahashi","reese.takahashi@example.com","reese.takahashi@example.com","Member","True","2026-05-31T00:00:00Z","Sales","Sales Specialist","Toronto","CA","9afd91cf-ec1b-9a3b-1291-bb2b975453c6","oakley.jovanovic@example.com"
"2026-08-01","74df3d0a-acf0-dabb-8fca-2934333ba39f","Blair Kowalski","blair.kowalski@example.com","blair.kowalski@example.com","Member","True","2024-11-22T00:00:00Z","Marketing","Marketing Specialist","Dublin","IE","2857d35c-f9d2-fce5-4bb9-70953e3c9810","jordan.eriksen@example.com"
"2026-08-01","0f52b99a-e4f5-0fad-c160-516acbb63c03","Reese Rasmussen","reese.rasmussen@example.com","reese.rasmussen@example.com","Member","True","2022-09-23T00:00:00Z","Finance","Finance Specialist","Seattle","US","9f71f7e6-35b7-6972-bbf6-a078cbe48834","reese.moreau@example.com"
"2026-08-01","af9e7722-3b81-41e0-002b-914a0afe3d50","Drew Haddad","drew.haddad@example.com","drew.haddad@example.com","Member","True","2024-12-15T00:00:00Z","Legal","Legal Specialist","Dublin","IE","fe2779d4-0c57-fc16-069b-0340152f0b57","marlowe.ibarra@example.com"
"2026-08-01","2e19abff-be79-7c68-ffa0-b49841b1f723","Logan Silva","logan.silva@example.com","logan.silva@example.com","Member","True","2025-11-21T00:00:00Z","Operations","Operations Specialist","Sydney","AU","eb98825d-a20b-e701-efbc-1d56c88f4770","kai.quintero@example.com"
"2026-08-01","950e6b04-07cf-cc60-78eb-181a96487776","Emery Fontaine","emery.fontaine@example.com","emery.fontaine@example.com","Member","True","2026-05-31T00:00:00Z","Engineering","Engineering Specialist","Seattle","US","6348e0fb-da40-6590-8ee7-5f6000634176","kai.fontaine@example.com"
"2026-08-01","604163d3-f977-5808-071a-354742c40793","Reese Nakamura","reese.nakamura@example.com","reese.nakamura@example.com","Member","True","2023-03-01T00:00:00Z","Sales","Sales Specialist","Toronto","CA","9afd91cf-ec1b-9a3b-1291-bb2b975453c6","oakley.jovanovic@example.com"
"2026-08-01","13049b5d-9987-f801-3a80-c5ab6ccbe7a0","Blair Gallagher","blair.gallagher@example.com","blair.gallagher@example.com","Member","True","2022-08-01T00:00:00Z","Marketing","Marketing Specialist","Sydney","AU","90f63fda-a191-c217-7214-3aaf159a4db8","quinn.quintero@example.com"
"2026-08-01","5dc507fe-d1b5-d1d8-40e3-d9d910c46537","Avery Delacroix","avery.delacroix@example.com","avery.delacroix@example.com","Member","True","2026-03-11T00:00:00Z","Finance","Finance Specialist","Austin","US","d17983e9-a667-9543-2987-0897ad2dab90","sage.kowalski@example.com"
"2026-08-01","861e0ff7-8a55-76da-dd67-69ee65897355","Finley Moreau","finley.moreau@example.com","finley.moreau@example.com","Member","True","2025-06-17T00:00:00Z","Legal","Legal Specialist","Dublin","IE","fe2779d4-0c57-fc16-069b-0340152f0b57","marlowe.ibarra@example.com"
"2026-08-01","56b830c1-eba7-a79a-66af-41fbd440deee","Noor Quintero","noor.quintero@example.com","noor.quintero@example.com","Member","True","2024-08-04T00:00:00Z","Operations","Operations Specialist","Dublin","IE","54417c87-f819-5aca-b463-7c013fc02def","harper.ibarra@example.com"
"2026-08-01","d9f361f7-ea7a-8774-510f-60b8d0241bc6","Quinn Bergstrom","quinn.bergstrom@example.com","quinn.bergstrom@example.com","Member","True","2024-07-02T00:00:00Z","Engineering","Engineering Specialist","Toronto","CA","6348e0fb-da40-6590-8ee7-5f6000634176","kai.fontaine@example.com"
"2026-08-01","2d1032ef-6d25-251a-aa84-6c979e32be60","Quinn Petrov","quinn.petrov@example.com","quinn.petrov@example.com","Member","True","2023-07-20T00:00:00Z","Sales","Sales Specialist","Dublin","IE","ed83eb08-7cce-99f3-f4ee-302aee96a84a","quinn.okonkwo@example.com"
