"RunDate","Id","DisplayName","UserPrincipalName","Mail","UserType","AccountEnabled","CreatedDateTime","Department","JobTitle","City","Country","ManagerId","ManagerUserPrincipalName"
"2026-04-01","d01fa0f0-8491-6aec-ff4e-305b600a5d77","Harper Jovanovic","harper.jovanovic@example.com","harper.jovanovic@example.com","Member","True","2025-07-06T00:00:00Z","Operations","Chief Executive","Austin","US",,
"2026-04-01","01e26f3d-33e5-1b75-67e6-dc93d37f23ec","Quinn Kowalski","quinn.kowalski@example.com","quinn.kowalski@example.com","Member","True","2022-03-24T00:00:00Z","Engineering","Director, Engineering","Toronto","CA","d01fa0f0-8491-6aec-ff4e-305b600a5d77","harper.jovanovic@example.com"
"2026-04-01","7a5172e6-1e09-fb9d-0174-040e1f69f280","Blair Zawadzki","blair.zawadzki@example.com","blair.zawadzki@example.com","Member","True","2024-11-24T00:00:00Z","Sales","Director, Sales","Toronto","CA","d01fa0f0-8491-6aec-ff4e-305b600a5d77","harper.jovanovic@example.com"
"2026-04-01","1902d00f-9d72-e088-e671-a3c33c8c48ca","Tatum Chaudhry","tatum.chaudhry@example.com","tatum.chaudhry@example.com","Member","True","2024-04-29T00:00:00Z","Marketing","Director, Marketing","Toronto","CA","d01fa0f0-8491-6aec-ff4e-305b600a5d77","harper.jovanovic@example.com"
"2026-04-01","f31a7995-cde1-6973-8ca2-2fb689567c15","Sage Delacroix","sage.delacroix@example.com","sage.delacroix@example.com","Member","True","2024-11-04T00:00:00Z","Finance","Director, Finance","Dublin","IE","d01fa0f0-8491-6aec-ff4e-305b600a5d77","harper.jovanovic@example.com"
"2026-04-01","8f14bc96-41d1-93d1-2028-62542524c795","Zephyr Bergstrom","zephyr.bergstrom@example.com","zephyr.bergstrom@example.com","Member","True","2025-10-16T00:00:00Z","Operations","Director, Operations","Toronto","CA","d01fa0f0-8491-6aec-ff4e-305b600a5d77","harper.jovanovic@example.com"
"2026-04-01","44541f2a-ed42-e639-0f32-5ae6608c30d8","Oakley Moreau","oakley.moreau@example.com","oakley.moreau@example.com","Member","True","2022-09-02T00:00:00Z","Legal","Director, Legal","Austin","US","d01fa0f0-8491-6aec-ff4e-305b600a5d77","harper.jovanovic@example.com"
"2026-04-01","6348e0fb-da40-6590-8ee7-5f6000634176","Noor Gallagher","noor.gallagher@example.com","noor.gallagher@example.com","Member","True","2023-06-20T00:00:00Z","Engineering","Engineering Manager","Toronto","CA","01e26f3d-33e5-1b75-67e6-dc93d37f23ec","quinn.kowalski@example.com"
"2026-04-01","ed83eb08-7cce-99f3-f4ee-302aee96a84a","Vale Takahashi","vale.takahashi@example.com","vale.takahashi@example.com","Member","True","2023-11-29T00:00:00Z","Sales","Sales Manager","Toronto","CA","7a5172e6-1e09-fb9d-0174-040e1f69f280","blair.zawadzki@example.com"
"2026-04-01","2857d35c-f9d2-fce5-4bb9-70953e3c9810","Marlowe Gallagher","marlowe.gallagher@example.com","marlowe.gallagher@example.com","Member","True","2024-03-03T00:00:00Z","Marketing","Marketing Manager","Seattle","US","1902d00f-9d72-e088-e671-a3c33c8c48ca","tatum.chaudhry@example.com"
"2026-04-01","9f71f7e6-35b7-6972-bbf6-a078cbe48834","Wren Petrov","wren.petrov@example.com","wren.petrov@example.com","Member","True","2023-10-13T00:00:00Z","Finance","Finance Manager","Seattle","US","f31a7995-cde1-6973-8ca2-2fb689567c15","sage.delacroix@example.com"
"2026-04-01","3a4ef796-9a7e-b1eb-fe97-ee7b5a408165","Avery Xiong","avery.xiong@example.com","avery.xiong@example.com","Member","True","2024-02-14T00:00:00Z","Operations","Operations Manager","Sydney","AU","8f14bc96-41d1-93d1-2028-62542524c795","zephyr.bergstrom@example.com"
"2026-04-01","54417c87-f819-5aca-b463-7c013fc02def","Jordan Kowalski","jordan.kowalski@example.com","jordan.kowalski@example.com","Member","True","2025-04-20T00:00:00Z","Legal","Legal Manager","Dublin","IE","44541f2a-ed42-e639-0f32-5ae6608c30d8","oakley.moreau@example.com"
"2026-04-01","236bc049-2408-8b1d-6323-d2dbe97d4d19","Parker Chaudhry","parker.chaudhry@example.com","parker.chaudhry@example.com","Member","True","2023-05-26T00:00:00Z","Engineering","Engineering Manager","Seattle","US","01e26f3d-33e5-1b75-67e6-dc93d37f23ec","quinn.kowalski@example.com"
"2026-04-01","9afd91cf-ec1b-9a3b-1291-bb2b975453c6","Sage Moreau","sage.moreau@example.com","sage.moreau@example.com","Member","True","2021-12-17T00:00:00Z","Sales","Sales Manager","Austin","US","7a5172e6-1e09-fb9d-0174-040e1f69f280","blair.zawadzki@example.com"
"2026-04-01","90f63fda-a191-c217-7214-3aaf159a4db8","Vale Vasquez","vale.vasquez@example.com","vale.vasquez@example.com","Member","True","2025-11-21T00:00:00Z","Marketing","Marketing Manager","Austin","US","1902d00f-9d72-e088-e671-a3c33c8c48ca","tatum.chaudhry@example.com"
"2026-04-01","d17983e9-a667-9543-2987-0897ad2dab90","Yael Nakamura","yael.nakamura@example.com","yael.nakamura@example.com","Member","True","2023-05-04T00:00:00Z","Finance","Finance Manager","Sydney","AU","f31a7995-cde1-6973-8ca2-2fb689567c15","sage.delacroix@example.com"
"2026-04-01","fe2779d4-0c57-fc16-069b-0340152f0b57","Quinn Kowalski","quinn.kowalski2@example.com","quinn.kowalski2@example.com","Member","True","2021-12-13T00:00:00Z","Operations","Operations Manager","Austin","US","8f14bc96-41d1-93d1-2028-62542524c795","zephyr.bergstrom@example.com"
"2026-04-01","eb98825d-a20b-e701-efbc-1d56c88f4770","Noor Vasquez","noor.vasquez@example.com","noor.vasquez@example.com","Member","True","2025-11-25T00:00:00Z","Legal","Legal Manager","Toronto","CA","44541f2a-ed42-e639-0f32-5ae6608c30d8","oakley.moreau@example.com"
"2026-04-01","8e8e478f-c884-7d82-2153-ca75421c1b52","Sage Quintero","sage.quintero@example.com","sage.quintero@example.com","Member","True","2025-04-14T00:00:00Z","Engineering","Engineering Manager","Toronto","CA","01e26f3d-33e5-1b75-67e6-dc93d37f23ec","quinn.kowalski@example.com"
"2026-04-01","490d2e0b-ac7e-8677-e89b-fb4babcf5c16","Quinn Eriksen","quinn.eriksen@example.com","quinn.eriksen@example.com","Member","True","2025-08-22T00:00:00Z","Sales","Sales Manager","Dublin","IE","7a5172e6-1e09-fb9d-0174-040e1f69f280","blair.zawadzki@example.com"
"2026-04-01","9bc6831f-a8f2-ab13-73f4-8f2087c44f60","Vale Kowalski","vale.kowalski@example.com","vale.kowalski@example.com","Member","True","2024-06-06T00:00:00Z","Marketing","Marketing Manager","Austin","US","1902d00f-9d72-e088-e671-a3c33c8c48ca","tatum.chaudhry@example.com"
"2026-04-01","8695fc51-7f57-73c9-c005-5ed5d4b09587","Noor Zawadzki","noor.zawadzki@example.com","noor.zawadzki@example.com","Member","True","2023-05-22T00:00:00Z","Finance","Finance Manager","Seattle","US","f31a7995-cde1-6973-8ca2-2fb689567c15","sage.delacroix@example.com"
"2026-04-01","f412cb99-db0b-e7c3-7ffb-dcaffa90f123","Blair Rasmussen","blair.rasmussen@example.com","blair.rasmussen@example.com","Member","True","2023-10-01T00:00:00Z","Operations","Operations Manager","Toronto","CA","8f14bc96-41d1-93d1-2028-62542524c795","zephyr.bergstrom@example.com"
"2026-04-01","6eeb9fdf-ba96-d64c-2ec8-f7c9ec3a3d85","Oakley Fontaine","oakley.fontaine@example.com","oakley.fontaine@example.com","Member","True","2025-10-03T00:00:00Z","Legal","Legal Manager","Sydney","AU","44541f2a-ed42-e639-0f32-5ae6608c30d8","oakley.moreau@example.com"
"2026-04-01","c4f3e1bb-ae28-43da-bf72-98292ce4f6f9","Wren Gallagher","wren.gallagher@example.com","wren.gallagher@example.com","Member","True","2022-02-14T00:00:00Z","Sales","Sales Specialist","Austin","US","9afd91cf-ec1b-9a3b-1291-bb2b975453c6","sage.moreau@example.com"
